# BCOD Simulator export
# Steps: 547
# Stop reason: goal_completed
# Sim Hz: 12
# Axis convention: north=pos.z, east=pos.x, up=pos.y
time,north,east,height,surge,sway,heave,heading,roll,pitch,yaw_rate,roll_rate,pitch_rate,total_accel_n,total_accel_e,total_accel_up,yaw_accel,speed,total_energy,last_total_cost
43231.5000,57.5888,38.6337,-0.0926,0.5395,2.1312,0.0000,1.418336,-0.023373,-0.008702,-0.027961,0.011893,-0.033912,-0.064851,0.028290,0.000000,0.010904,2.1984,185.4054,0.500830
43231.5833,57.6337,38.8114,-0.0926,0.5391,2.1323,0.0000,1.416062,-0.022268,-0.011654,-0.026658,0.013266,-0.035420,-0.061290,0.027203,0.000000,0.013604,2.1994,185.9063,0.500873
43231.6667,57.6786,38.9891,-0.0926,0.5388,2.1334,0.0000,1.413906,-0.021085,-0.014663,-0.025154,0.014199,-0.036103,-0.057685,0.026041,0.000000,0.016003,2.2003,186.4072,0.500915
43231.7500,57.7235,39.1669,-0.0926,0.5385,2.1344,0.0000,1.411882,-0.019862,-0.017657,-0.023480,0.014672,-0.035933,-0.054083,0.024831,0.000000,0.018034,2.2013,186.9082,0.500956
43231.8333,57.7684,39.3448,-0.0926,0.5381,2.1354,0.0000,1.410003,-0.018639,-0.020566,-0.021673,0.014679,-0.034902,-0.050538,0.023595,0.000000,0.019646,2.2022,187.4092,0.500995
43231.9167,57.8132,39.5228,-0.0926,0.5378,2.1364,0.0000,1.408278,-0.017454,-0.023318,-0.019773,0.014222,-0.033028,-0.047103,0.022356,0.000000,0.020804,2.2030,187.9102,0.501034
43232.0000,57.8580,39.7009,-0.0926,0.5373,2.1374,0.0000,1.406714,-0.016344,-0.025847,-0.017819,0.013318,-0.030349,-0.043835,0.021137,0.000000,0.021485,2.2039,188.4113,0.501071
43232.0833,57.9028,39.8791,-0.0926,0.5368,2.1383,0.0000,1.405314,-0.015344,-0.028091,-0.015855,0.011997,-0.026924,-0.040789,0.019958,0.000000,0.021683,2.2047,188.9124,0.501106
43232.1667,57.9475,40.0573,-0.0926,0.5362,2.1393,0.0000,1.404075,-0.014486,-0.029993,-0.013920,0.010299,-0.022834,-0.038020,0.018838,0.000000,0.021405,2.2055,189.4135,0.501140
43232.2500,57.9921,40.2356,-0.0926,0.5354,2.1402,0.0000,1.402994,-0.013796,-0.031508,-0.012076,0.008272,-0.018178,-0.035440,0.017776,0.000000,0.020407,2.2062,189.9147,0.501173
43232.3333,58.0367,40.4140,-0.0926,0.5345,2.1412,0.0000,1.402061,-0.013298,-0.032597,-0.010359,0.005978,-0.013069,-0.033256,0.016814,0.000000,0.019006,2.2069,190.4159,0.501204
43232.4167,58.0812,40.5925,-0.0926,0.5335,2.1421,0.0000,1.401265,-0.013008,-0.033234,-0.008795,0.003483,-0.007634,-0.031513,0.015963,0.000000,0.017276,2.2076,190.9171,0.501234
43232.5000,58.1256,40.7710,-0.0926,0.5324,2.1431,0.0000,1.400591,-0.012936,-0.033401,-0.007408,0.000859,-0.002009,-0.030240,0.015233,0.000000,0.015266,2.2082,191.4184,0.501262
43232.5833,58.1699,40.9497,-0.0926,0.5311,2.1440,0.0000,1.400025,-0.013088,-0.033096,-0.006221,-0.001818,0.003664,-0.029393,0.014622,0.000000,0.012982,2.2088,191.9197,0.501289
43232.6667,58.2141,41.1284,-0.0926,0.5296,2.1450,0.0000,1.399548,-0.013460,-0.032325,-0.005250,-0.004471,0.009244,-0.028978,0.014133,0.000000,0.010506,2.2094,192.4210,0.501314
43232.7500,58.2582,41.3072,-0.0926,0.5280,2.1459,0.0000,1.399143,-0.014046,-0.031109,-0.004510,-0.007021,0.014589,-0.028892,0.013755,0.000000,0.007838,2.2099,192.9223,0.501338
43232.8333,58.3021,41.4860,-0.0926,0.5263,2.1469,0.0000,1.398789,-0.014828,-0.029479,-0.004011,-0.009394,0.019565,-0.029151,0.013493,0.000000,0.005058,2.2105,193.4237,0.501361
43232.9167,58.3459,41.6650,-0.0926,0.5245,2.1478,0.0000,1.398467,-0.015788,-0.027475,-0.003752,-0.011520,0.024045,-0.029778,0.013354,0.000000,0.002272,2.2110,193.9251,0.501383
43233.0000,58.3895,41.8440,-0.0926,0.5226,2.1488,0.0000,1.398156,-0.016900,-0.025149,-0.003729,-0.013335,0.027918,-0.030723,0.013331,0.000000,-0.000469,2.2114,194.4265,0.501404
43233.0833,58.4330,42.0231,-0.0926,0.5206,2.1498,0.0000,1.397837,-0.018132,-0.022558,-0.003933,-0.014783,0.031086,-0.031926,0.013415,0.000000,-0.003118,2.2119,194.9279,0.501425
43233.1667,58.4763,42.2023,-0.0926,0.5186,2.1507,0.0000,1.397493,-0.019450,-0.019769,-0.004356,-0.015818,0.033470,-0.033279,0.013587,0.000000,-0.005665,2.2123,195.4294,0.501445
43233.2500,58.5194,42.3816,-0.0926,0.5165,2.1517,0.0000,1.397104,-0.020817,-0.016852,-0.004985,-0.016403,0.035012,-0.034697,0.013832,0.000000,-0.008079,2.2128,195.9308,0.501464
43233.3333,58.5624,42.5609,-0.0926,0.5145,2.1526,0.0000,1.396655,-0.022193,-0.013879,-0.005801,-0.016515,0.035674,-0.036170,0.014147,0.000000,-0.010273,2.2132,196.4323,0.501484
43233.4167,58.6052,42.7403,-0.0926,0.5125,2.1535,0.0000,1.396131,-0.023538,-0.010925,-0.006783,-0.016141,0.035443,-0.037621,0.014514,0.000000,-0.012217,2.2137,196.9338,0.501504
43233.5000,58.6478,42.9198,-0.0926,0.5106,2.1545,0.0000,1.395520,-0.024812,-0.008065,-0.007904,-0.015283,0.034327,-0.038991,0.014916,0.000000,-0.013857,2.2141,197.4353,0.501524
43233.5833,58.6903,43.0994,-0.0926,0.5088,2.1554,0.0000,1.394862,-0.025974,-0.005368,-0.007908,-0.013953,0.032357,-0.038672,0.014798,0.000000,-0.000967,2.2146,197.9369,0.501545
43233.6667,58.7326,43.2791,-0.0926,0.5070,2.1563,0.0000,1.394236,-0.026989,-0.002903,-0.007165,-0.012177,0.029587,-0.037100,0.014316,0.000000,0.007683,2.2151,198.4384,0.501565
43233.7500,58.7748,43.4588,-0.0926,0.5052,2.1571,0.0000,1.393691,-0.027822,-0.000728,-0.005943,-0.009992,0.026091,-0.034530,0.013560,0.000000,0.013263,2.2155,198.9400,0.501585
43233.8333,58.8168,43.6386,-0.0926,0.5034,2.1580,0.0000,1.393261,-0.028442,0.001102,-0.004419,-0.007447,0.021962,-0.031498,0.012644,0.000000,0.016823,2.2160,199.4416,0.501605
43233.9167,58.8587,43.8184,-0.0926,0.5016,2.1589,0.0000,1.392965,-0.028825,0.002544,-0.002722,-0.004600,0.017311,-0.028134,0.011597,0.000000,0.018892,2.2164,199.9433,0.501623
43234.0000,58.9004,43.9984,-0.0926,0.4998,2.1597,0.0000,1.392814,-0.028952,0.003567,-0.000939,-0.001518,0.012264,-0.024425,0.010417,0.000000,0.019968,2.2168,200.4449,0.501641
43234.0833,58.9420,44.1784,-0.0926,0.4980,2.1605,0.0000,1.392813,-0.028808,0.004146,0.000875,0.001724,0.006960,-0.020584,0.009140,0.000000,0.020422,2.2172,200.9466,0.501658
43234.1667,58.9834,44.3585,-0.0926,0.4962,2.1613,0.0000,1.392964,-0.028388,0.004275,0.002696,0.005046,0.001543,-0.016584,0.007754,0.000000,0.020609,2.2175,201.4482,0.501672
43234.2500,59.0247,44.5386,-0.0926,0.4944,2.1620,0.0000,1.393265,-0.027691,0.003955,0.004511,0.008367,-0.003835,-0.012599,0.006288,0.000000,0.020623,2.2178,201.9499,0.501685
43234.3333,59.0658,44.7188,-0.0926,0.4926,2.1626,0.0000,1.393718,-0.026724,0.003203,0.006333,0.011603,-0.009024,-0.008530,0.004720,0.000000,0.020802,2.2180,202.4516,0.501696
43234.4167,59.1068,44.8990,-0.0926,0.4908,2.1632,0.0000,1.394324,-0.025501,0.002047,0.008178,0.014671,-0.013876,-0.004596,0.003088,0.000000,0.021158,2.2182,202.9533,0.501703
43234.5000,59.1476,45.0793,-0.0926,0.4890,2.1637,0.0000,1.395085,-0.024043,0.000526,0.010053,0.017494,-0.018254,-0.000729,0.001382,0.000000,0.021605,2.2183,203.4550,0.501708
43234.5833,59.1883,45.2596,-0.0926,0.4872,2.1642,0.0000,1.396003,-0.022377,-0.001310,0.011968,0.020000,-0.022031,0.003080,-0.000395,0.000000,0.022161,2.2183,203.9567,0.501710
43234.6667,59.2288,45.4400,-0.0926,0.4853,2.1645,0.0000,1.397083,-0.020533,-0.003401,0.013933,0.022123,-0.025096,0.006840,-0.002238,0.000000,0.022828,2.2183,204.4584,0.501708
43234.7500,59.2692,45.6204,-0.0926,0.4834,2.1648,0.0000,1.398257,-0.018549,-0.005681,0.014234,0.023811,-0.027358,0.008330,-0.003428,0.000000,0.003679,2.2182,204.9601,0.501702
43234.8333,59.3094,45.8008,-0.0926,0.4817,2.1650,0.0000,1.399404,-0.016463,-0.008077,0.013322,0.025022,-0.028748,0.008126,-0.004148,0.000000,-0.010310,2.2180,205.4618,0.501693
43234.9167,59.3495,45.9812,-0.0926,0.4801,2.1651,0.0000,1.400440,-0.014320,-0.010512,0.011562,0.025726,-0.029223,0.006749,-0.004530,0.000000,-0.020122,2.2177,205.9635,0.501682
43235.0000,59.3894,46.1617,-0.0926,0.4787,2.1651,0.0000,1.401306,-0.012161,-0.012909,0.009249,0.025909,-0.028763,0.004493,-0.004646,0.000000,-0.026535,2.2174,206.4652,0.501668
43235.0833,59.4293,46.3421,-0.0926,0.4776,2.1650,0.0000,1.401966,-0.010030,-0.015191,0.006636,0.025571,-0.027379,0.001623,-0.004549,0.000000,-0.030073,2.2170,206.9668,0.501652
43235.1667,59.4690,46.5225,-0.0926,0.4766,2.1648,0.0000,1.402404,-0.007969,-0.017283,0.003902,0.024726,-0.025104,-0.001497,-0.004297,0.000000,-0.031543,2.2166,207.4685,0.501635
43235.2500,59.5087,46.7029,-0.0926,0.4759,2.1645,0.0000,1.402614,-0.006019,-0.019116,0.001182,0.023402,-0.021996,-0.004689,-0.003911,0.000000,-0.031460,2.2162,207.9701,0.501616
43235.3333,59.5484,46.8832,-0.0926,0.4754,2.1642,0.0000,1.402603,-0.004216,-0.020627,-0.001427,0.021639,-0.018140,-0.007827,-0.003404,0.000000,-0.030255,2.2158,208.4717,0.501597
43235.4167,59.5880,47.0636,-0.0926,0.4751,2.1638,0.0000,1.402382,-0.002592,-0.021764,-0.003847,0.019490,-0.013637,-0.011001,-0.002752,0.000000,-0.028153,2.2154,208.9733,0.501578
43235.5000,59.6276,47.2439,-0.0926,0.4750,2.1634,0.0000,1.401969,-0.001173,-0.022481,-0.006040,0.017017,-0.008608,-0.013983,-0.001988,0.000000,-0.025604,2.2149,209.4748,0.501559
43235.5833,59.6671,47.4241,-0.0926,0.4749,2.1630,0.0000,1.401384,0.000018,-0.022747,-0.007995,0.014293,-0.003191,-0.016872,-0.001092,0.000000,-0.022930,2.2145,209.9764,0.501542
43235.6667,59.7067,47.6044,-0.0926,0.4750,2.1626,0.0000,1.400645,0.000967,-0.022541,-0.009713,0.011395,0.002470,-0.019621,-0.000074,0.000000,-0.020272,2.2142,210.4779,0.501525
43235.7500,59.7463,47.7846,-0.0926,0.4751,2.1623,0.0000,1.399774,0.001668,-0.021856,-0.011209,0.008406,0.008219,-0.022145,0.001047,0.000000,-0.017766,2.2138,210.9794,0.501511
43235.8333,59.7859,47.9648,-0.0926,0.4752,2.1620,0.0000,1.398786,0.002118,-0.020698,-0.012502,0.005411,0.013901,-0.024460,0.002264,0.000000,-0.015489,2.2136,211.4809,0.501500
43235.9167,59.8255,48.1449,-0.0926,0.4754,2.1617,0.0000,1.397697,0.002326,-0.019084,-0.013616,0.002495,0.019360,-0.026595,0.003568,0.000000,-0.013474,2.2134,211.9824,0.501491
43236.0000,59.8651,48.3250,-0.0926,0.4756,2.1616,0.0000,1.396523,0.002305,-0.017047,-0.014576,-0.000260,0.024448,-0.028550,0.004944,0.000000,-0.011755,2.2133,212.4839,0.501486
43236.0833,59.9048,48.5052,-0.0926,0.4758,2.1615,0.0000,1.395319,0.002073,-0.014628,-0.014347,-0.002775,0.029026,-0.028921,0.005972,0.000000,0.001951,2.2133,212.9854,0.501485
43236.1667,59.9444,48.6853,-0.0926,0.4759,2.1615,0.0000,1.394168,0.001658,-0.011881,-0.013317,-0.004981,0.032969,-0.028169,0.006765,0.000000,0.011194,2.2133,213.4869,0.501487
43236.2500,59.9841,48.8654,-0.0926,0.4758,2.1617,0.0000,1.393123,0.001091,-0.008867,-0.011783,-0.006813,0.036169,-0.026709,0.007399,0.000000,0.017042,2.2134,213.9883,0.501493
43236.3333,60.0237,49.0456,-0.0926,0.4756,2.1620,0.0000,1.392219,0.000406,-0.005655,-0.009967,-0.008221,0.038539,-0.024789,0.007904,0.000000,0.020325,2.2136,214.4898,0.501502
43236.4167,60.0633,49.2258,-0.0926,0.4752,2.1623,0.0000,1.391470,-0.000358,-0.002321,-0.008037,-0.009163,0.040011,-0.022565,0.008290,0.000000,0.021710,2.2139,214.9914,0.501515
43236.5000,60.1029,49.4060,-0.0926,0.4747,2.1628,0.0000,1.390883,-0.001159,0.001058,-0.006103,-0.009613,0.040546,-0.020029,0.008532,0.000000,0.021803,2.2143,215.4929,0.501530
43236.5833,60.1425,49.5862,-0.0926,0.4741,2.1633,0.0000,1.390453,-0.001955,0.004402,-0.004246,-0.009556,0.040128,-0.017493,0.008666,0.000000,0.020977,2.2147,215.9944,0.501548
43236.6667,60.1819,49.7665,-0.0926,0.4733,2.1640,0.0000,1.390173,-0.002705,0.007632,-0.002510,-0.008992,0.038766,-0.015053,0.008694,0.000000,0.019646,2.2151,216.4960,0.501568
43236.7500,60.2213,49.9469,-0.0926,0.4725,2.1646,0.0000,1.390032,-0.003366,0.010674,-0.000910,-0.007938,0.036498,-0.012475,0.008561,0.000000,0.018132,2.2156,216.9976,0.501589
43236.8333,60.2607,50.1273,-0.0926,0.4716,2.1654,0.0000,1.390018,-0.003901,0.013456,0.000549,-0.006421,0.033384,-0.009778,0.008262,0.000000,0.016577,2.2161,217.4992,0.501612
43236.9167,60.2999,50.3078,-0.0926,0.4708,2.1661,0.0000,1.390119,-0.004275,0.015915,0.001864,-0.004483,0.029510,-0.007088,0.007820,0.000000,0.014972,2.2166,218.0008,0.501635
43237.0000,60.3391,50.4883,-0.0926,0.4699,2.1668,0.0000,1.390325,-0.004456,0.017997,0.003056,-0.002177,0.024980,-0.004532,0.007259,0.000000,0.013620,2.2172,218.5025,0.501658
43237.0833,60.3783,50.6689,-0.0926,0.4690,2.1675,0.0000,1.390626,-0.004420,0.019657,0.004155,0.000432,0.019918,-0.001906,0.006543,0.000000,0.012607,2.2177,219.0042,0.501681
43237.1667,60.4173,50.8496,-0.0926,0.4682,2.1682,0.0000,1.391016,-0.004148,0.020862,0.005174,0.003270,0.014464,0.000644,0.005708,0.000000,0.011749,2.2182,219.5059,0.501702
43237.2500,60.4563,51.0303,-0.0926,0.4673,2.1688,0.0000,1.391487,-0.003626,0.021593,0.006132,0.006258,0.008768,0.003138,0.004761,0.000000,0.011107,2.2186,220.0076,0.501722
43237.3333,60.4952,51.2110,-0.0926,0.4666,2.1694,0.0000,1.392037,-0.002850,0.021841,0.007056,0.009310,0.002986,0.005651,0.003697,0.000000,0.010776,2.2190,220.5093,0.501740
43237.4167,60.5341,51.3919,-0.0926,0.4659,2.1699,0.0000,1.392664,-0.001822,0.021615,0.007988,0.012339,-0.002722,0.008295,0.002504,0.000000,0.010921,2.2194,221.0111,0.501756
43237.5000,60.5729,51.5727,-0.0926,0.4652,2.1704,0.0000,1.393370,-0.000551,0.020932,0.008953,0.015257,-0.008195,0.010863,0.001231,0.000000,0.011380,2.2197,221.5129,0.501769
43237.5833,60.6116,51.7536,-0.0926,0.4646,2.1707,0.0000,1.394159,0.000948,0.019825,0.009981,0.017980,-0.013283,0.013473,-0.000132,0.000000,0.012156,2.2199,222.0147,0.501779
43237.6667,60.6503,51.9345,-0.0926,0.4639,2.1710,0.0000,1.395038,0.002650,0.018338,0.011096,0.020427,-0.017843,0.016143,-0.001579,0.000000,0.013243,2.2201,222.5164,0.501786
43237.7500,60.6889,52.1154,-0.0926,0.4633,2.1712,0.0000,1.396014,0.004527,0.016525,0.012326,0.022525,-0.021748,0.018893,-0.003105,0.000000,0.014626,2.2201,223.0182,0.501790
43237.8333,60.7275,52.2964,-0.0926,0.4627,2.1714,0.0000,1.397098,0.006545,0.014451,0.013694,0.024212,-0.024889,0.021742,-0.004705,0.000000,0.016281,2.2201,223.5200,0.501790
43237.9167,60.7660,52.4773,-0.0926,0.4621,2.1714,0.0000,1.398303,0.008664,0.012186,0.015214,0.025434,-0.027178,0.024508,-0.006338,0.000000,0.018110,2.2200,224.0218,0.501786
43238.0000,60.8045,52.6583,-0.0926,0.4614,2.1714,0.0000,1.399566,0.010844,0.009807,0.015120,0.026154,-0.028553,0.025026,-0.007361,0.000000,-0.000489,2.2199,224.5236,0.501779
43238.0833,60.8430,52.8392,-0.0926,0.4609,2.1713,0.0000,1.400773,0.013039,0.007392,0.013881,0.026346,-0.028976,0.023920,-0.007943,0.000000,-0.013701,2.2196,225.0254,0.501768
43238.1667,60.8813,53.0201,-0.0926,0.4605,2.1710,0.0000,1.401845,0.015206,0.005022,0.011877,0.026001,-0.028440,0.021659,-0.008192,0.000000,-0.022578,2.2193,225.5271,0.501755
43238.2500,60.9197,53.2010,-0.0926,0.4603,2.1707,0.0000,1.402730,0.017299,0.002776,0.009415,0.025123,-0.026964,0.018707,-0.008197,0.000000,-0.027929,2.2190,226.0288,0.501739
43238.3333,60.9581,53.3819,-0.0926,0.4602,2.1703,0.0000,1.403400,0.019277,0.000726,0.006726,0.023734,-0.024595,0.015219,-0.007982,0.000000,-0.030633,2.2186,226.5306,0.501721
43238.4167,60.9964,53.5628,-0.0926,0.4604,2.1698,0.0000,1.403845,0.021100,-0.001058,0.003990,0.021869,-0.021405,0.011546,-0.007597,0.000000,-0.031254,2.2181,227.0323,0.501702
43238.5000,61.0348,53.7436,-0.0926,0.4607,2.1693,0.0000,1.404065,0.022731,-0.002515,0.001337,0.019575,-0.017488,0.007832,-0.007060,0.000000,-0.030395,2.2177,227.5339,0.501682
43238.5833,61.0732,53.9243,-0.0926,0.4611,2.1687,0.0000,1.404071,0.024140,-0.003595,-0.001163,0.016913,-0.012961,0.004011,-0.006348,0.000000,-0.028710,2.2172,228.0356,0.501661
43238.6667,61.1116,54.1050,-0.0926,0.4617,2.1682,0.0000,1.403877,0.025303,-0.004258,-0.003451,0.013951,-0.007955,0.000350,-0.005501,0.000000,-0.026360,2.2168,228.5373,0.501641
43238.7500,61.1502,54.2857,-0.0926,0.4624,2.1676,0.0000,1.403504,0.026200,-0.004476,-0.005496,0.010768,-0.002615,-0.003090,-0.004531,0.000000,-0.023645,2.2163,229.0389,0.501622
43238.8333,61.1887,54.4663,-0.0926,0.4631,2.1670,0.0000,1.402970,0.026821,-0.004234,-0.007300,0.007447,0.002905,-0.006373,-0.003428,0.000000,-0.020943,2.2159,229.5405,0.501604
43238.9167,61.2273,54.6468,-0.0926,0.4638,2.1665,0.0000,1.402295,0.027161,-0.003530,-0.008872,0.004077,0.008444,-0.009431,-0.002212,0.000000,-0.018339,2.2156,230.0421,0.501589
43239.0000,61.2660,54.8274,-0.0926,0.4646,2.1660,0.0000,1.401499,0.027223,-0.002377,-0.010230,0.000744,0.013845,-0.012245,-0.000899,0.000000,-0.015936,2.2153,230.5436,0.501576
43239.0833,61.3048,55.0078,-0.0926,0.4654,2.1656,0.0000,1.400597,0.027017,-0.000797,-0.011397,-0.002465,0.018950,-0.014810,0.000495,0.000000,-0.013807,2.2151,231.0452,0.501566
43239.1667,61.3436,55.1883,-0.0926,0.4662,2.1653,0.0000,1.399606,0.026562,0.001170,-0.012402,-0.005466,0.023615,-0.017128,0.001952,0.000000,-0.011987,2.2149,231.5468,0.501559
43239.2500,61.3825,55.3687,-0.0926,0.4669,2.1651,0.0000,1.398536,0.025880,0.003479,-0.013272,-0.008184,0.027703,-0.019200,0.003452,0.000000,-0.010482,2.2149,232.0483,0.501557
43239.3333,61.4214,55.5492,-0.0926,0.4677,2.1650,0.0000,1.397399,0.025001,0.006071,-0.014030,-0.010549,0.031097,-0.020984,0.004964,0.000000,-0.009240,2.2149,232.5499,0.501558
43239.4167,61.4604,55.7296,-0.0926,0.4684,2.1649,0.0000,1.396202,0.023959,0.008879,-0.014688,-0.012504,0.033699,-0.022419,0.006456,0.000000,-0.008115,2.2150,233.0514,0.501564
43239.5000,61.4995,55.9100,-0.0926,0.4691,2.1650,0.0000,1.395000,0.022792,0.011831,-0.014187,-0.014001,0.035431,-0.022203,0.007534,0.000000,0.005240,2.2153,233.5530,0.501574
43239.5833,61.5386,56.0904,-0.0926,0.4698,2.1652,0.0000,1.393873,0.021541,0.014851,-0.012904,-0.015008,0.036241,-0.020868,0.008311,0.000000,0.014286,2.2156,234.0546,0.501588
43239.6667,61.5778,56.2709,-0.0926,0.4703,2.1655,0.0000,1.392873,0.020249,0.017860,-0.011122,-0.015504,0.036101,-0.018784,0.008850,0.000000,0.020090,2.2160,234.5562,0.501606
43239.7500,61.6170,56.4513,-0.0926,0.4706,2.1659,0.0000,1.392034,0.018959,0.020777,-0.009051,-0.015481,0.035009,-0.016224,0.009185,0.000000,0.023490,2.2164,235.0578,0.501627
43239.8333,61.6562,56.6318,-0.0926,0.4708,2.1664,0.0000,1.391374,0.017713,0.023526,-0.006841,-0.014948,0.032989,-0.013380,0.009333,0.000000,0.025142,2.2170,235.5595,0.501650
43239.9167,61.6954,56.8124,-0.0926,0.4708,2.1670,0.0000,1.390898,0.016553,0.026034,-0.004599,-0.013927,0.030092,-0.010369,0.009296,0.000000,0.025589,2.2176,236.0612,0.501676
43240.0000,61.7347,56.9930,-0.0926,0.4707,2.1677,0.0000,1.390609,0.015515,0.028233,-0.002387,-0.012454,0.026392,-0.007213,0.009063,0.000000,0.025316,2.2182,236.5629,0.501704
43240.0833,61.7739,57.1737,-0.0926,0.4705,2.1684,0.0000,1.390500,0.014634,0.030065,-0.000246,-0.010577,0.021985,-0.004012,0.008643,0.000000,0.024563,2.2188,237.0646,0.501733
43240.1667,61.8131,57.3544,-0.0926,0.4702,2.1691,0.0000,1.390566,0.013937,0.031481,0.001802,-0.008356,0.016989,-0.000828,0.008041,0.000000,0.023579,2.2195,237.5664,0.501761
43240.2500,61.8522,57.5352,-0.0926,0.4698,2.1699,0.0000,1.390799,0.013449,0.032442,0.003755,-0.005861,0.011535,0.002265,0.007271,0.000000,0.022545,2.2201,238.0682,0.501790
43240.3333,61.8914,57.7161,-0.0926,0.4693,2.1706,0.0000,1.391191,0.013185,0.032923,0.005621,-0.003170,0.005772,0.005330,0.006325,0.000000,0.021620,2.2208,238.5700,0.501818
43240.4167,61.9305,57.8970,-0.0926,0.4687,2.1713,0.0000,1.391735,0.013154,0.032911,0.007420,-0.000366,-0.000147,0.008380,0.005208,0.000000,0.020911,2.2213,239.0718,0.501844
43240.5000,61.9695,58.0779,-0.0926,0.4681,2.1720,0.0000,1.392427,0.013360,0.032406,0.009179,0.002465,-0.006060,0.011459,0.003920,0.000000,0.020530,2.2219,239.5737,0.501867
43240.5833,62.0085,58.2590,-0.0926,0.4674,2.1726,0.0000,1.393266,0.013796,0.031422,0.010933,0.005234,-0.011807,0.014609,0.002464,0.000000,0.020550,2.2223,240.0756,0.501888
43240.6667,62.0474,58.4400,-0.0926,0.4666,2.1732,0.0000,1.394252,0.014450,0.029986,0.012721,0.007856,-0.017232,0.017867,0.000845,0.000000,0.021013,2.2227,240.5775,0.501905
43240.7500,62.0862,58.6212,-0.0926,0.4659,2.1737,0.0000,1.395390,0.015304,0.028137,0.014583,0.010247,-0.022186,0.021277,-0.000934,0.000000,0.021952,2.2230,241.0794,0.501919
43240.8333,62.1250,58.8023,-0.0926,0.4650,2.1741,0.0000,1.396688,0.016332,0.025926,0.016558,0.012333,-0.026536,0.024842,-0.002863,0.000000,0.023338,2.2232,241.5813,0.501928
43240.9167,62.1637,58.9835,-0.0926,0.4641,2.1744,0.0000,1.398081,0.017502,0.023413,0.016879,0.014044,-0.030161,0.026066,-0.004236,0.000000,0.004292,2.2234,242.0833,0.501933
43241.0000,62.2024,59.1647,-0.0926,0.4634,2.1746,0.0000,1.399451,0.018780,0.020666,0.016023,0.015324,-0.032964,0.025761,-0.005245,0.000000,-0.009263,2.2234,242.5852,0.501934
43241.0833,62.2410,59.3459,-0.0926,0.4627,2.1746,0.0000,1.400716,0.020124,0.017760,0.014377,0.016129,-0.034872,0.024283,-0.005971,0.000000,-0.018411,2.2233,243.0871,0.501931
43241.1667,62.2795,59.5271,-0.0926,0.4623,2.1746,0.0000,1.401823,0.021493,0.014773,0.012252,0.016427,-0.035838,0.022055,-0.006487,0.000000,-0.023987,2.2232,243.5890,0.501924
43241.2500,62.3180,59.7083,-0.0926,0.4620,2.1744,0.0000,1.402744,0.022843,0.011786,0.009894,0.016202,-0.035840,0.019417,-0.006845,0.000000,-0.026725,2.2229,244.0910,0.501914
43241.3333,62.3565,59.8895,-0.0926,0.4620,2.1741,0.0000,1.403466,0.024130,0.008879,0.007473,0.015454,-0.034885,0.016415,-0.007035,0.000000,-0.027531,2.2226,244.5929,0.501900
43241.4167,62.3950,60.0707,-0.0926,0.4621,2.1737,0.0000,1.403989,0.025313,0.006129,0.005116,0.014194,-0.033007,0.013273,-0.007081,0.000000,-0.026853,2.2223,245.0947,0.501884
43241.5000,62.4336,60.2518,-0.0926,0.4623,2.1732,0.0000,1.404322,0.026351,0.003607,0.002900,0.012453,-0.030264,0.009993,-0.006967,0.000000,-0.025311,2.2219,245.5966,0.501866
43241.5833,62.4721,60.4329,-0.0926,0.4626,2.1727,0.0000,1.404477,0.027207,0.001378,0.000870,0.010271,-0.026742,0.006660,-0.006696,0.000000,-0.023248,2.2214,246.0985,0.501847
43241.6667,62.5107,60.6139,-0.0926,0.4630,2.1722,0.0000,1.404473,0.027849,-0.000500,-0.000943,0.007703,-0.022543,0.003427,-0.006286,0.000000,-0.020813,2.2210,246.6003,0.501826
43241.7500,62.5493,60.7949,-0.0926,0.4634,2.1716,0.0000,1.404328,0.028250,-0.001983,-0.002528,0.004815,-0.017793,0.000326,-0.005742,0.000000,-0.018254,2.2205,247.1021,0.501805
43241.8333,62.5879,60.9759,-0.0926,0.4639,2.1710,0.0000,1.404059,0.028390,-0.003036,-0.003891,0.001680,-0.012631,-0.002629,-0.005066,0.000000,-0.015767,2.2200,247.6039,0.501785
43241.9167,62.6266,61.1568,-0.0926,0.4643,2.1705,0.0000,1.403686,0.028255,-0.003636,-0.005051,-0.001621,-0.007205,-0.005437,-0.004267,0.000000,-0.013493,2.2196,248.1056,0.501765
43242.0000,62.6653,61.3376,-0.0926,0.4647,2.1699,0.0000,1.403224,0.027838,-0.003776,-0.006036,-0.005000,-0.001675,-0.008102,-0.003351,0.000000,-0.011533,2.2191,248.6074,0.501746
43242.0833,62.7040,61.5184,-0.0926,0.4650,2.1695,0.0000,1.402686,0.027141,-0.003459,-0.006878,-0.008371,0.003802,-0.010634,-0.002331,0.000000,-0.009945,2.2188,249.1091,0.501729
43242.1667,62.7428,61.6992,-0.0926,0.4653,2.1691,0.0000,1.402082,0.026170,-0.002703,-0.007612,-0.011645,0.009066,-0.013041,-0.001220,0.000000,-0.008754,2.2184,249.6108,0.501714
43242.2500,62.7816,61.8799,-0.0926,0.4654,2.1688,0.0000,1.401420,0.024942,-0.001540,-0.008272,-0.014737,0.013966,-0.015333,-0.000032,0.000000,-0.007957,2.2182,250.1125,0.501702
